location,total_sqft,bath,bhk,price,price_per_sqft
Seattle,1210,1.0,3,430000,355.3719008264463
Sammamish,4610,4.25,5,1170000,253.79609544468548
Seattle,860,1.0,3,397000,461.6279069767442
Seattle,2250,2.5,3,595000,264.44444444444446
Issaquah,2030,1.75,3,485000,238.91625615763547
Seattle,3260,2.5,5,755000,231.59509202453987
Seattle,1840,1.0,3,185000,100.54347826086956
Seattle,1840,1.0,3,340000,184.7826086956522
Maple Valley,2000,2.75,4,236000,118.0
Woodinville,2810,2.5,4,550000,195.72953736654804
Seattle,1780,2.0,3,680000,382.02247191011236
Sammamish,2540,2.5,4,630000,248.03149606299212
Seattle,2340,2.0,3,560000,239.31623931623932
Seattle,1480,2.0,3,385000,260.13513513513516
Seattle,1358,2.25,3,280000,206.18556701030928
Kent,1750,2.5,3,225000,128.57142857142858
Mercer Island,1830,1.75,4,610000,333.3333333333333
Seattle,1170,2.0,3,592500,506.4102564102564
Sammamish,3170,2.75,4,750000,236.59305993690853
Kent,1530,1.0,4,164000,107.18954248366013
Seattle,1100,1.0,2,320000,290.90909090909093
Issaquah,2030,2.5,4,544000,267.9802955665025
Renton,1870,1.75,3,344950,184.46524064171123
Maple Valley,3080,2.5,3,539500,175.16233766233765
Issaquah,2480,1.75,4,420000,169.3548387096774
Seattle,910,1.0,2,305000,335.16483516483515
Seattle,810,1.0,2,229000,282.71604938271605
Renton,3990,3.5,5,1070000,268.1704260651629
Seattle,1430,2.25,3,397500,277.97202797202794
Kirkland,2190,2.0,4,540000,246.57534246575344
Bellevue,2290,2.5,4,650000,283.8427947598253
Seattle,3020,4.0,6,1900000,629.1390728476821
Carnation,2260,1.75,2,649000,287.16814159292034
Seattle,2020,2.0,5,287500,142.32673267326732
Seattle,2620,2.75,4,815000,311.0687022900763
Sammamish,2830,2.5,2,795000,280.9187279151943
Issaquah,1700,1.75,3,502775,295.75
Seattle,1110,1.0,2,222900,200.8108108108108
Federal Way,2150,3.0,4,399950,186.02325581395348
Redmond,2650,2.5,4,728000,274.7169811320755
Redmond,3870,3.5,5,850000,219.63824289405684
Duvall,2530,2.75,4,525000,207.5098814229249
Renton,1450,1.0,3,257000,177.24137931034483
Seattle,2200,2.5,3,433500,197.04545454545453
Auburn,1890,1.75,4,314950,166.64021164021165
Redmond,1530,1.75,3,500000,326.797385620915
Kenmore,1590,1.5,3,300000,188.67924528301887
Sammamish,2690,2.5,4,645000,239.77695167286245
Kent,990,1.0,3,222500,224.74747474747474
Renton,1300,1.75,3,275000,211.53846153846155
Seattle,1720,1.5,3,498000,289.5348837209302
Kirkland,2080,1.75,3,800000,384.61538461538464
Federal Way,1840,2.5,3,297000,161.41304347826087
Seattle,4010,3.5,5,625000,155.86034912718205
Issaquah,3560,2.5,4,770000,216.2921348314607
Seattle,1640,2.25,3,517000,315.2439024390244
Seattle,530,1.0,1,238000,449.0566037735849
Seattle,1990,1.0,3,234550,117.8643216080402
Federal Way,1690,2.25,3,230500,136.3905325443787
Seattle,2670,2.5,5,585000,219.1011235955056
Seattle,1930,1.75,4,733000,379.79274611398966
Seattle,810,1.0,2,357950,441.91358024691357
Seattle,1550,1.75,3,530000,341.93548387096774
Seattle,2640,2.5,4,377500,142.99242424242425
Snoqualmie,2320,2.5,4,475000,204.74137931034483
Auburn,2170,1.75,3,399000,183.8709677419355
Seattle,2080,2.0,3,660000,317.3076923076923
Bellevue,2070,2.25,5,400000,193.23671497584542
Seattle,800,1.0,2,440000,550.0
Kent,2040,2.25,4,366400,179.6078431372549
Bothell,2830,2.5,4,627250,221.64310954063603
Seattle,1480,1.75,3,375950,254.02027027027026
Federal Way,1810,2.25,3,162000,89.50276243093923
Seattle,1970,2.75,3,780000,395.93908629441626
Seattle,2650,2.5,4,705000,266.0377358490566
Federal Way,2820,2.5,4,450000,159.5744680851064
Renton,1400,2.75,3,311000,222.14285714285714
Issaquah,1580,2.5,3,485000,306.9620253164557
Woodinville,1800,2.5,3,485000,269.44444444444446
Seattle,3360,3.75,5,725000,215.77380952380952
Auburn,1510,1.0,3,185000,122.51655629139073
Bellevue,4285,4.25,4,1890000,441.073512252042
Kent,1610,2.25,3,260000,161.49068322981367
Maple Valley,2470,2.5,4,356000,144.12955465587044
Kent,1200,1.0,3,225205,187.67083333333332
Seattle,1260,1.0,3,445000,353.1746031746032
Seattle,920,1.0,2,356000,386.95652173913044
Mercer Island,2540,2.75,5,760250,299.31102362204723
Redmond,1870,2.0,2,572000,305.88235294117646
Seattle,3060,2.25,3,970000,316.9934640522876
Maple Valley,1950,2.5,4,348450,178.69230769230768
Woodinville,1730,1.5,3,535500,309.53757225433526
Seattle,2570,2.5,5,710000,276.26459143968873
Bellevue,1490,1.75,3,745000,500.0
Seattle,2040,2.5,4,355000,174.01960784313727
Kent,2690,2.5,4,333000,123.7918215613383
Maple Valley,1610,2.5,3,282000,175.1552795031056
Seattle,2520,2.0,3,840500,333.531746031746
Bellevue,1550,1.75,3,432000,278.7096774193548
Seattle,1800,1.0,3,625000,347.22222222222223
Seattle,1170,1.0,3,209977,179.46752136752136
Auburn,900,1.0,2,174000,193.33333333333334
Redmond,2800,2.0,4,740000,264.2857142857143
Seattle,1830,1.75,3,518000,283.0601092896175
Seattle,1380,1.75,3,539000,390.57971014492756
Issaquah,1990,2.75,3,575000,288.94472361809045
Seattle,1170,1.75,2,530000,452.991452991453
Kent,1400,1.75,4,242025,172.875
Bellevue,2620,2.5,4,1030000,393.1297709923664
Seattle,880,1.0,3,230000,261.3636363636364
Renton,2260,2.5,4,350000,154.86725663716814
Kirkland,1300,1.0,3,595000,457.6923076923077
Redmond,1450,1.75,3,440000,303.44827586206895
Seattle,1110,1.0,3,550000,495.4954954954955
Seattle,1890,2.25,4,940000,497.35449735449737
Seattle,1100,1.5,3,375000,340.90909090909093
Seattle,1350,1.5,2,567500,420.3703703703704
Issaquah,3020,2.5,3,735000,243.3774834437086
Seattle,730,1.0,2,114000,156.16438356164383
Seattle,1390,1.0,2,608000,437.41007194244605
Redmond,2710,1.5,3,442500,163.28413284132841
Seattle,1530,2.0,4,381800,249.54248366013073
Seattle,2170,2.0,3,330000,152.073732718894
Kirkland,790,1.0,2,90000,113.92405063291139
Seattle,1160,1.75,2,312000,268.9655172413793
Seattle,1080,1.0,3,339000,313.8888888888889
Federal Way,2190,1.75,3,313000,142.92237442922374
Issaquah,2030,2.5,3,618080,304.4729064039409
Renton,2480,2.25,3,325000,131.0483870967742
Seattle,2240,1.0,4,242000,108.03571428571429
Seattle,1650,1.5,2,364000,220.6060606060606
Seattle,1700,1.75,3,545000,320.5882352941176
Federal Way,2790,2.5,3,445000,159.49820788530465
Kirkland,3010,2.75,4,1090000,362.1262458471761
Bellevue,2550,2.5,4,660000,258.8235294117647
Redmond,2880,2.5,4,845000,293.40277777777777
Seattle,2090,2.0,4,417000,199.52153110047846
Renton,740,1.0,2,213800,288.9189189189189
Seattle,960,1.75,2,400000,416.6666666666667
Seattle,2100,3.5,4,759950,361.8809523809524
Seattle,2540,2.5,4,990000,389.76377952755905
Bellevue,1650,1.75,3,710000,430.3030303030303
Seattle,770,0.75,1,315000,409.09090909090907
Renton,2280,2.5,4,515000,225.87719298245614
Seattle,1660,2.0,3,638000,384.33734939759034
Seattle,2020,2.0,4,370000,183.16831683168317
Auburn,970,1.0,3,184000,189.69072164948454
Redmond,2480,2.5,3,583800,235.40322580645162
Renton,1250,1.0,3,309500,247.6
Bellevue,4430,4.0,4,1960000,442.4379232505643
Seattle,740,1.0,1,299000,404.05405405405406
Seattle,710,1.0,2,215000,302.8169014084507
Seattle,1970,2.0,4,410000,208.12182741116752
Seattle,820,1.0,2,478000,582.9268292682926
Seattle,1000,1.0,2,431000,431.0
Redmond,3080,2.5,4,635000,206.16883116883116
Bellevue,2410,2.25,5,648000,268.87966804979254
Renton,2370,2.5,3,640000,270.042194092827
Bellevue,4690,4.5,5,932808,198.89296375266525
Redmond,2280,2.0,2,835000,366.2280701754386
Seattle,1530,1.75,2,469775,307.0424836601307
Carnation,3610,3.5,5,587000,162.60387811634348
Seattle,1740,2.0,3,677915,389.60632183908046
Bellevue,3600,3.0,4,1080000,300.0
Seattle,3130,3.0,4,671000,214.37699680511182
Snoqualmie,3940,3.25,5,695000,176.39593908629442
Seattle,2200,2.0,4,205000,93.18181818181819
Seattle,1510,1.0,4,350000,231.78807947019868
Renton,1560,1.75,3,360000,230.76923076923077
Maple Valley,1870,2.25,4,313999,167.9139037433155
Kent,2070,2.25,3,300000,144.92753623188406
Seattle,1660,1.75,2,452000,272.28915662650604
Carnation,2010,2.5,3,495500,246.5174129353234
Auburn,1410,1.0,3,288000,204.25531914893617
Federal Way,1820,1.75,3,227490,124.99450549450549
Carnation,2560,2.5,3,470950,183.96484375
Issaquah,2450,2.75,4,735000,300.0
Seattle,3110,2.75,7,730000,234.7266881028939
Renton,2210,2.5,3,412000,186.42533936651583
Snoqualmie,2630,2.5,4,589500,224.14448669201522
Seattle,2350,1.0,7,291000,123.82978723404256
Seattle,4450,3.75,5,1300000,292.13483146067415
Federal Way,1200,1.0,3,190000,158.33333333333334
Seattle,1210,1.75,2,456200,377.02479338842977
Federal Way,1290,1.0,3,225000,174.41860465116278
Sammamish,3490,2.5,3,2000000,573.0659025787966
Redmond,3360,2.5,4,740000,220.23809523809524
Seattle,2660,1.75,3,467000,175.5639097744361
Seattle,770,1.0,2,385000,500.0
Seattle,1800,2.5,3,670000,372.22222222222223
Seattle,2900,2.5,4,500000,172.41379310344828
Seattle,1430,2.0,3,352450,246.46853146853147
Renton,2550,2.75,4,669888,262.7011764705882
Bellevue,1310,2.75,3,405000,309.1603053435114
Bellevue,1430,1.5,3,518000,362.23776223776224
Seattle,1880,1.0,4,280000,148.93617021276594
Issaquah,1600,2.5,3,435000,271.875
Enumclaw,1760,2.0,3,314950,178.94886363636363
Maple Valley,1180,2.0,2,209900,177.88135593220338
Redmond,2330,2.5,4,630000,270.3862660944206
Redmond,1960,1.5,4,442000,225.51020408163265
Seattle,1140,1.0,4,340000,298.2456140350877
Kent,1400,1.75,3,230000,164.28571428571428
Bothell,2710,2.25,5,495200,182.73062730627305
Sammamish,3510,2.5,4,900000,256.4102564102564
Seattle,910,1.0,2,265000,291.2087912087912
Woodinville,2090,1.75,3,489500,234.21052631578948
Federal Way,1410,2.0,3,335000,237.5886524822695
Bothell,3050,3.25,3,585000,191.80327868852459
Seattle,2010,2.25,4,800000,398.00995024875624
Enumclaw,2120,2.25,4,379500,179.00943396226415
Bellevue,1270,1.0,3,475000,374.01574803149606
Bellevue,1670,2.0,3,520000,311.377245508982
Sammamish,1800,2.5,4,515000,286.1111111111111
Seattle,1640,1.0,2,577500,352.1341463414634
Kent,1740,2.25,3,269900,155.11494252873564
Seattle,1600,1.0,3,329000,205.625
Seattle,1280,1.5,3,458500,358.203125
Sammamish,1480,2.0,4,890000,601.3513513513514
Maple Valley,1980,2.5,4,361500,182.57575757575756
Bellevue,3730,3.25,5,2540000,680.9651474530831
Kirkland,900,1.0,2,325000,361.1111111111111
Seattle,3480,3.25,4,1850000,531.6091954022988
Bellevue,2840,2.0,4,945000,332.7464788732394
Kent,2490,2.5,3,370000,148.59437751004015
Snoqualmie,1490,2.5,0,320000,214.76510067114094
Redmond,1510,2.0,2,450000,298.0132450331126
Sammamish,2900,2.5,4,800000,275.86206896551727
Seattle,2240,2.5,3,676000,301.7857142857143
Seattle,2040,1.75,4,1270000,622.5490196078431
Kenmore,1460,1.75,3,290000,198.63013698630138
Federal Way,990,1.5,3,158000,159.59595959595958
Seattle,1970,1.75,4,379950,192.86802030456852
Redmond,2660,2.5,4,583000,219.17293233082708
Renton,870,1.0,2,150000,172.41379310344828
Kent,1740,2.5,3,261500,150.28735632183907
Seattle,2290,2.5,4,278000,121.39737991266375
Redmond,2170,2.75,4,555000,255.76036866359448
Seattle,2040,1.75,3,355000,174.01960784313727
Bellevue,1770,1.5,4,375000,211.864406779661
Seattle,2380,1.75,3,227000,95.3781512605042
Enumclaw,2030,2.0,4,335000,165.02463054187191
Seattle,2270,2.25,3,680000,299.5594713656388
Seattle,1390,1.75,2,686500,493.8848920863309
Woodinville,1530,1.75,3,410000,267.9738562091503
Kirkland,1430,1.0,2,425000,297.2027972027972
Sammamish,2030,2.5,3,562500,277.0935960591133
Renton,2390,2.5,4,345000,144.35146443514645
Bellevue,2540,2.5,4,627500,247.04724409448818
Fall City,1890,1.0,3,355000,187.83068783068782
Maple Valley,1870,2.25,3,335000,179.14438502673798
Seattle,1780,3.0,4,350000,196.62921348314606
Redmond,1610,1.0,3,590000,366.45962732919253
Federal Way,1420,2.0,3,252000,177.46478873239437
Mercer Island,4440,4.0,5,1300000,292.7927927927928
Seattle,1820,2.0,4,705000,387.3626373626374
Redmond,1620,2.0,3,498000,307.4074074074074
Seattle,870,1.0,2,312500,359.1954022988506
Seattle,1830,1.75,4,260000,142.07650273224044
Kent,2290,1.5,3,209950,91.68122270742359
Bellevue,1110,1.75,3,610000,549.5495495495495
Seattle,1440,1.0,4,500000,347.22222222222223
Seattle,3070,3.5,3,850000,276.87296416938113
Bellevue,2440,2.5,4,689000,282.37704918032784
Bellevue,2410,2.0,4,470000,195.0207468879668
Renton,2270,3.0,3,640000,281.9383259911894
Seattle,2340,1.75,4,290000,123.93162393162393
Federal Way,1800,2.5,3,258500,143.61111111111111
Bellevue,2210,3.5,4,1100000,497.73755656108597
Redmond,1820,1.75,3,420000,230.76923076923077
Seattle,1190,1.0,3,230000,193.27731092436974
Maple Valley,1400,1.5,3,252000,180.0
Kenmore,2600,2.5,3,515000,198.07692307692307
Seattle,910,1.0,2,425000,467.032967032967
Seattle,1760,2.5,3,575000,326.70454545454544
Seattle,860,1.0,2,390000,453.48837209302326
Kirkland,2310,2.25,4,561500,243.07359307359306
Seattle,2000,1.75,4,1350000,675.0
Seattle,2460,2.75,5,835000,339.4308943089431
Seattle,1020,1.0,2,245000,240.19607843137254
Issaquah,1670,2.5,3,475200,284.5508982035928
Seattle,790,1.0,2,425000,537.9746835443038
Seattle,2010,1.5,2,218000,108.45771144278606
Renton,2600,2.5,4,600000,230.76923076923077
Bellevue,1890,2.25,4,545000,288.35978835978835
Bellevue,4600,2.5,5,2410000,523.9130434782609
Seattle,2008,3.0,5,460000,229.08366533864543
Seattle,880,1.0,2,425000,482.95454545454544
Bellevue,1700,1.75,3,455000,267.6470588235294
Auburn,1730,2.0,3,313100,180.98265895953756
Issaquah,3910,3.5,4,780000,199.48849104859335
Kent,2160,2.5,4,345500,159.9537037037037
Kent,1200,1.75,3,243000,202.5
Kirkland,3860,3.5,5,670000,173.57512953367876
Duvall,1320,1.5,3,325000,246.21212121212122
Seattle,1280,1.0,2,281000,219.53125
Seattle,1100,1.0,3,130000,118.18181818181819
Maple Valley,2170,2.5,3,340000,156.6820276497696
Renton,2720,2.75,4,485000,178.30882352941177
Woodinville,2520,2.75,4,642860,255.1031746031746
Seattle,2560,1.75,3,747000,291.796875
Seattle,2650,2.5,4,559950,211.30188679245282
Seattle,2870,2.75,4,577288,201.14564459930313
Seattle,1230,1.0,2,575000,467.479674796748
Seattle,1450,1.0,3,287000,197.93103448275863
Kirkland,3180,3.75,4,1150000,361.6352201257862
Seattle,1800,1.0,2,335000,186.11111111111111
Renton,2020,2.25,4,375000,185.64356435643563
Seattle,620,1.0,2,325000,524.1935483870968
Renton,2190,2.25,3,530000,242.00913242009133
Kent,1980,2.25,4,287000,144.94949494949495
Federal Way,2970,3.0,5,320000,107.74410774410775
Snoqualmie,2270,2.5,4,425000,187.22466960352423
Seattle,1630,1.0,3,550000,337.4233128834356
Federal Way,1520,1.0,3,135000,88.8157894736842
Seattle,2080,1.75,3,695000,334.13461538461536
Bellevue,3020,2.5,5,975000,322.8476821192053
Seattle,2180,1.75,4,210000,96.3302752293578
Seattle,1780,1.75,4,518000,291.0112359550562
Seattle,1370,1.0,3,335500,244.8905109489051
Seattle,3050,3.5,4,750000,245.9016393442623
Bellevue,1490,1.75,3,515000,345.63758389261744
Renton,1800,2.75,4,344500,191.38888888888889
Seattle,1760,1.5,3,470000,267.04545454545456
Bellevue,1770,1.75,4,606150,342.45762711864404
Auburn,2910,2.75,4,292000,100.34364261168385
Auburn,2880,2.5,3,450000,156.25
Seattle,2520,1.75,3,429000,170.23809523809524
Redmond,3190,2.5,4,765000,239.81191222570533
Seattle,540,1.0,2,425000,787.0370370370371
Renton,3170,2.5,4,505000,159.30599369085172
Bellevue,1830,1.75,3,544950,297.78688524590166
Seattle,1360,2.0,3,382000,280.88235294117646
Carnation,1870,1.75,3,475000,254.01069518716577
Kirkland,1370,1.5,3,355000,259.1240875912409
Kirkland,1700,2.5,4,410000,241.1764705882353
Seattle,1960,2.0,4,450000,229.59183673469389
Seattle,4140,4.5,7,565000,136.47342995169083
Seattle,1290,1.0,2,529100,410.15503875968994
Snoqualmie,2460,2.5,4,452500,183.9430894308943
Federal Way,1580,2.0,4,245000,155.0632911392405
Seattle,700,1.0,1,415000,592.8571428571429
Sammamish,2410,2.5,4,610000,253.11203319502076
Seattle,2180,1.75,4,363500,166.74311926605503
Redmond,1950,2.75,3,510000,261.53846153846155
Redmond,2630,2.5,4,650000,247.14828897338404
Renton,2050,2.5,4,290000,141.46341463414635
Seattle,790,1.0,3,170000,215.18987341772151
Seattle,1070,1.0,2,510000,476.6355140186916
Redmond,13540,8.0,7,2280000,168.38995568685377
Federal Way,2320,2.5,4,316000,136.20689655172413
Issaquah,2670,2.5,4,690000,258.4269662921348
Renton,700,1.0,2,199950,285.64285714285717
Seattle,860,1.0,3,207000,240.69767441860466
Renton,3490,2.25,4,449950,128.92550143266476
Renton,1160,1.75,3,361550,311.6810344827586
Woodinville,3650,3.5,4,824000,225.75342465753425
Bellevue,1550,1.75,3,537000,346.4516129032258
Mercer Island,2620,2.5,4,838400,320.0
Seattle,720,1.0,2,225000,312.5
Seattle,1380,2.0,3,329900,239.05797101449275
Snoqualmie,1170,1.0,4,282500,241.45299145299145
Kent,1170,1.75,3,229950,196.53846153846155
Seattle,1630,1.0,2,500000,306.7484662576687
Seattle,1890,1.75,3,495000,261.9047619047619
Seattle,1010,1.0,3,149500,148.01980198019803
Bellevue,2040,2.5,3,726000,355.88235294117646
Sammamish,4080,2.5,4,899000,220.34313725490196
Renton,1270,1.0,3,317000,249.60629921259843
Seattle,790,1.0,1,395000,500.0
Renton,2580,3.0,4,360000,139.53488372093022
Issaquah,2290,2.5,4,570000,248.90829694323145
Kent,3490,2.5,4,320000,91.69054441260745
Renton,1510,1.75,3,320000,211.9205298013245
Kent,2400,2.5,5,268000,111.66666666666667
Seattle,900,1.0,2,191000,212.22222222222223
Seattle,1270,1.0,2,400000,314.96062992125985
Seattle,1050,1.0,2,515000,490.4761904761905
Snoqualmie,2950,2.5,4,610000,206.77966101694915
Seattle,1850,1.75,2,538000,290.81081081081084
Snoqualmie,1970,2.5,3,432000,219.28934010152284
Renton,2400,2.25,4,335000,139.58333333333334
Seattle,2360,1.75,5,302000,127.96610169491525
Medina,1580,1.75,4,787500,498.4177215189873
Seattle,1790,1.0,3,420000,234.6368715083799
Carnation,2840,2.5,3,560000,197.18309859154928
Issaquah,1970,2.5,3,535000,271.5736040609137
Seattle,1780,2.5,3,310000,174.1573033707865
Seattle,3920,2.0,5,760000,193.87755102040816
Renton,1550,1.75,3,242500,156.4516129032258
Seattle,2980,3.0,6,1310000,439.5973154362416
Renton,1270,1.0,3,235000,185.03937007874015
Bellevue,3040,2.25,4,598780,196.9671052631579
North Bend,2075,2.5,3,433200,208.7710843373494
Renton,1110,1.0,2,343000,309.009009009009
Kirkland,800,1.0,2,145000,181.25
Renton,680,1.0,1,291970,429.36764705882354
Seattle,1680,1.0,3,599950,357.11309523809524
Bellevue,3910,2.5,4,1750000,447.5703324808184
Bellevue,2780,1.75,4,870000,312.9496402877698
Maple Valley,2000,2.75,4,323000,161.5
Sammamish,3150,3.0,4,727000,230.79365079365078
Auburn,1120,1.0,1,166000,148.21428571428572
Seattle,1740,1.75,4,450000,258.62068965517244
Woodinville,2970,2.5,3,400000,134.68013468013467
Woodinville,2970,2.5,3,599000,201.68350168350167
Auburn,1150,1.0,3,165000,143.47826086956522
Seattle,1190,1.0,2,229000,192.43697478991598
Seattle,900,1.0,1,305000,338.8888888888889
Seattle,2950,3.25,3,930000,315.2542372881356
Bellevue,1990,2.5,3,542000,272.36180904522615
Black Diamond,1020,1.0,3,214000,209.80392156862746
Kirkland,2070,2.5,3,718000,346.85990338164254
Seattle,1430,2.5,3,349000,244.05594405594405
Kent,2030,2.5,3,305000,150.2463054187192
Seattle,1620,2.5,3,498000,307.4074074074074
Auburn,4220,3.5,4,799950,189.5616113744076
Redmond,2300,2.5,3,737000,320.4347826086956
Sammamish,3830,3.25,4,860000,224.54308093994777
Kent,2390,2.5,3,339950,142.23849372384936
Kent,1440,2.25,3,249000,172.91666666666666
Seattle,910,1.0,2,370000,406.5934065934066
Mercer Island,1550,2.0,3,725000,467.741935483871
Renton,2380,2.5,5,529000,222.2689075630252
Seattle,2060,2.75,4,310000,150.48543689320388
Renton,1880,2.25,4,315000,167.5531914893617
Seattle,3470,2.5,4,1300000,374.63976945244957
Renton,2360,2.0,3,435000,184.32203389830508
Renton,1970,1.75,3,350000,177.66497461928935
Renton,1040,1.0,3,240000,230.76923076923077
Seattle,1420,2.25,3,410000,288.7323943661972
Renton,2290,2.75,4,430000,187.77292576419214
Kirkland,1530,2.5,4,446000,291.5032679738562
North Bend,1360,1.5,3,240000,176.47058823529412
Issaquah,3680,3.0,4,595000,161.68478260869566
Kent,920,1.0,3,215150,233.8586956521739
Seattle,1070,1.0,2,319950,299.01869158878503
Vashon,1590,2.0,3,385000,242.13836477987422
Kent,1600,2.5,3,280000,175.0
Kirkland,1510,2.5,3,399950,264.8675496688742
Auburn,1080,1.0,3,132500,122.68518518518519
Seattle,1330,0.75,2,399950,300.7142857142857
Seattle,850,1.0,2,290000,341.1764705882353
Bellevue,1960,2.25,5,860000,438.7755102040816
Mercer Island,6980,4.25,6,3100000,444.12607449856733
Seattle,1530,1.0,4,245000,160.13071895424838
Seattle,1320,1.5,3,255000,193.1818181818182
Seattle,2320,3.0,4,310000,133.6206896551724
Seattle,960,1.0,3,299000,311.4583333333333
Issaquah,2040,2.5,4,575000,281.8627450980392
Seattle,1080,1.0,3,284000,262.962962962963
Seattle,2020,1.75,3,840000,415.84158415841586
Kirkland,1780,1.75,3,442573,248.6365168539326
Seattle,1140,1.0,3,560000,491.2280701754386
Seattle,1610,2.0,3,485000,301.2422360248447
Kirkland,1440,1.75,4,472500,328.125
Bellevue,4270,2.75,4,1610000,377.04918032786884
Seattle,3460,3.75,8,808000,233.52601156069363
Bothell,1890,1.75,3,398000,210.58201058201058
Renton,2240,2.5,3,340000,151.78571428571428
Seattle,760,1.0,2,380000,500.0
Seattle,1020,1.0,3,235000,230.3921568627451
Kirkland,1330,1.5,3,400000,300.7518796992481
Bellevue,2780,2.5,5,582000,209.3525179856115
Seattle,1070,1.0,2,209000,195.3271028037383
Renton,2660,3.0,5,335000,125.93984962406014
Seattle,710,1.0,2,285950,402.7464788732394
Issaquah,3340,2.25,5,645000,193.11377245508982
Carnation,1160,1.0,2,312000,268.9655172413793
Sammamish,2840,2.25,3,663000,233.45070422535213
Renton,2000,1.75,3,443950,221.975
Seattle,1060,2.0,3,315000,297.1698113207547
Renton,1730,1.5,4,302200,174.68208092485548
Kirkland,2190,2.5,3,770000,351.5981735159817
Renton,1660,1.75,4,374950,225.8734939759036
Federal Way,2210,2.5,3,330000,149.3212669683258
Seattle,870,1.0,2,230000,264.367816091954
Seattle,3100,2.5,4,967000,311.93548387096774
Seattle,1720,2.5,4,536500,311.9186046511628
Seattle,3120,4.0,6,315000,100.96153846153847
Seattle,1040,1.0,3,626000,601.9230769230769
Kirkland,1650,2.0,4,334009,202.42969696969698
Seattle,1010,1.0,2,429000,424.7524752475247
Woodinville,4020,2.5,4,818000,203.4825870646766
Kent,2166,2.75,5,326000,150.5078485687904
Seattle,1880,3.0,5,310000,164.89361702127658
Seattle,2260,2.0,4,525000,232.30088495575222
Renton,2010,2.25,3,350000,174.12935323383084
Sammamish,3330,2.5,4,936000,281.0810810810811
Seattle,1520,1.0,3,226000,148.68421052631578
Seattle,3510,3.5,5,1250000,356.1253561253561
Enumclaw,1580,1.75,3,428000,270.88607594936707
Seattle,1460,1.5,3,329932,225.9808219178082
Seattle,1460,1.5,3,539000,369.17808219178085
Federal Way,1650,1.75,3,275000,166.66666666666666
North Bend,2660,2.5,4,590000,221.8045112781955
Redmond,3510,2.5,4,782000,222.7920227920228
Issaquah,2120,2.5,4,575000,271.22641509433964
Seattle,1780,2.25,3,509000,285.9550561797753
Auburn,2000,2.5,4,290000,145.0
Seattle,1300,1.0,3,305240,234.8
Seattle,2180,2.0,3,555000,254.58715596330276
Renton,1790,2.0,3,317000,177.0949720670391
Sammamish,1910,2.0,3,430000,225.13089005235602
Seattle,1800,1.5,2,850000,472.22222222222223
Seattle,2620,2.25,3,469000,179.00763358778627
Seattle,1440,2.0,2,327200,227.22222222222223
Seattle,2790,3.0,3,835000,299.2831541218638
Kent,2340,2.5,4,360000,153.84615384615384
Seattle,2070,2.5,4,372000,179.71014492753622
Kirkland,2160,1.0,3,453000,209.72222222222223
Seattle,2090,1.75,2,275000,131.57894736842104
Seattle,2040,2.5,4,475000,232.84313725490196
Kent,1950,2.75,4,310000,158.97435897435898
Seattle,1200,2.0,4,173000,144.16666666666666
North Bend,2240,3.0,5,313500,139.95535714285714
Seattle,1360,2.5,3,345000,253.6764705882353
Seattle,1500,1.5,3,436000,290.6666666666667
Seattle,1300,1.75,2,244500,188.07692307692307
Auburn,1140,1.75,3,206000,180.7017543859649
Redmond,2930,2.5,4,890000,303.7542662116041
Auburn,2140,2.25,4,329950,154.1822429906542
Auburn,1628,1.75,3,250000,153.56265356265357
Enumclaw,1990,2.0,3,246000,123.61809045226131
Woodinville,1950,1.75,3,440000,225.64102564102564
Woodinville,1910,1.75,4,395000,206.8062827225131
Seattle,820,1.0,3,305000,371.9512195121951
Federal Way,1470,2.25,3,160000,108.84353741496598
Federal Way,1470,2.25,3,269000,182.99319727891157
Federal Way,1060,1.0,3,169500,159.9056603773585
Seattle,3130,2.75,4,690500,220.6070287539936
Seattle,1260,1.5,2,245560,194.88888888888889
Federal Way,2200,2.75,4,345000,156.8181818181818
Renton,2580,1.75,4,383000,148.4496124031008
Seattle,1350,2.25,3,388500,287.77777777777777
Federal Way,1350,1.75,3,250000,185.1851851851852
Kent,2290,1.75,3,455500,198.90829694323145
Bellevue,1220,1.0,3,672000,550.8196721311475
Renton,2750,1.5,4,550000,200.0
Bellevue,1430,1.75,3,487000,340.55944055944053
Renton,2220,2.5,4,291375,131.25
Seattle,1490,1.0,3,225000,151.00671140939596
Sammamish,2440,3.5,5,519950,213.09426229508196
Auburn,2070,2.5,3,250000,120.77294685990339
Seattle,1500,1.0,3,614950,409.96666666666664
Redmond,2020,2.25,4,599500,296.7821782178218
Seattle,2190,1.5,4,625000,285.38812785388126
Seattle,780,1.0,2,248500,318.5897435897436
Seattle,1220,2.0,5,469950,385.2049180327869
Kirkland,1840,1.5,3,525000,285.32608695652175
Seattle,2390,2.5,2,787500,329.4979079497908
Auburn,3710,2.5,4,485000,130.7277628032345
Seattle,750,1.0,2,310000,413.3333333333333
Seattle,2110,2.0,5,280000,132.70142180094786
Woodinville,1020,1.0,4,200000,196.07843137254903
Renton,3080,2.5,3,490000,159.0909090909091
Federal Way,900,1.0,3,146000,162.22222222222223
Auburn,3720,3.0,5,500000,134.40860215053763
Renton,940,1.0,3,242500,257.97872340425533
Seattle,1040,1.0,3,324950,312.4519230769231
